234,Poison Charm
235,Attack Charm
236,Defense Charm
237,Paralysis Charm
238,Sleep Charm
239,Stun Charm
240,Windproof Charm
241,Health Charm
242,Recovery Charm
243,Fire Charm
244,Water Charm
245,Thunder Charm
246,Blaze Charm
247,Flood Charm
248,Shock Charm
249,Venom Charm
250,Immobilize Charm
251,Tranq Charm
252,KO Charm
253,Enervate Charm
254,Artillery Charm
255,Hungerless Charm
256,Ironside Charm
257,Friendship Charm
258,Extension Charm
259,Glutton's Charm
260,Blessing Charm
261,Rally Charm
262,Botany Charm
263,Geology Charm
264,Slinger Charm
265,Stealth Charm
266,Smoke Charm
267,Mirewalker Charm
268,Insect Charm
269,Intimidator Charm
270,Heavy Artillery Charm
271,Light Eater's Charm
272,Tracker Charm
273,Fortification Charm
274,Performer's Charm
275,Capacity Charm
276,Bleed Charm
277,Speed Heal Charm
278,Ice Charm
279,Blight Charm
280,Frost Charm
281,Master's Charm
282,Evasion Charm
283,Sheath Charm
284,Whetstone Charm
285,Blast Charm
286,Dragon Charm
287,Wyrmsbane Charm
288,Demolition Charm
289,Draw Charm
290,Trickshot Charm
291,Marathon Charm
292,Fitness Charm
293,Surge Charm
294,Leaping Charm
295,Bombardier Charm
296,Mushroom Charm
297,Awakening Charm
298,Handicraft Charm
299,Mud Puppy Charm
300,Hunter's Life Charm
301,Procurer's Charm
302,Gatherer's Charm
303,Guard Charm
304,Earplugs Charm
305,Tremor Charm
306,Exploiter Charm
307,Focus Charm
308,Breaker Charm
309,Fury Charm
310,Grit Charm
311,Maintenance Charm
312,Power Charm
313,Challenger Charm
314,Unscathed Charm
315,Mighty Charm
316,Impact Charm
317,Miasma Charm
318,Normal Shots Charm
319,Clearmind Charm
320,Rider's Charm
321,Surveyor's Charm
322,Critical Charm
323,Invigorate Charm
324,Penetration Charm
325,Dispersal Charm
326,Poison Coating Charm
327,Para Coating Charm
328,Sleep Coating Charm
329,Blast Coating Charm
330,Geomancy Charm
331,Gale Charm
332,Wyrmslayer Charm
333,Bulwark Charm
334,Fair Wind Charm
335,Special Shot Charm
336,Guardian Charm
337,Phoenix Charm
338,Adamantine Charm
339,Sealer's Charm
340,Razor Sharp Charm
341,Gutsy Charm
342,Shaver Charm
